id,value
id_2137,16
id_2138,10
id_2139,11
id_2140,14
id_2141,14
id_2142,13
id_2143,5
id_2144,2
id_2145,4
id_2146,1
id_2147,7
id_2148,5
id_2149,6
id_2150,6
id_2151,16
id_2152,21
id_2153,18
id_2154,4
id_2155,4
id_2156,4
id_2157,0
id_2158,5
id_2159,6
id_2160,6
id_2161,0
id_2162,5
id_2163,5
id_2164,8
id_2165,2
id_2166,2
id_2167,0
id_2168,6
id_2169,6
id_2170,5
id_2171,0
id_2172,0
id_2173,0
id_2174,0
id_2175,0
id_2176,0
id_2177,0
id_2178,1
id_2179,1
id_2180,9
id_2181,13
id_2182,13
id_2183,15
id_2184,9
id_2185,15
id_2186,5
id_2187,10
id_2188,15
id_2189,29
id_2190,35
id_2191,38
id_2192,39
id_2193,42
id_2194,32
id_2195,23
id_2196,14
id_2197,11
id_2198,5
id_2199,1
id_2200,1
id_2201,1
id_2202,1
id_2203,2
id_2204,2
id_2205,0
id_2206,4
id_2207,7
id_2208,14
id_2209,12
id_2210,9
id_2211,6
id_2212,2
id_2213,10
id_2214,24
id_2215,27
id_2216,29
id_2217,16
id_2218,18
id_2219,9
id_2220,20
id_2221,18
id_2222,26
id_2223,19
id_2224,22
id_2225,17
id_2226,14
id_2227,8
id_2228,11
id_2229,9
id_2230,20
id_2231,12
id_2232,12
id_2233,1
id_2234,3
id_2235,0
id_2236,3
id_2237,11
id_2238,11
id_2239,8
id_2240,1
id_2241,1
id_2242,1
id_2243,0
id_2244,0
id_2245,0
id_2246,0
id_2247,4
id_2248,4
id_2249,5
id_2250,9
id_2251,9
id_2252,9
id_2253,0
id_2254,0
id_2255,3
id_2256,8
id_2257,11
id_2258,6
id_2259,2
id_2260,2
id_2261,7
id_2262,7
id_2263,4
id_2264,3
id_2265,6
id_2266,9
id_2267,5
id_2268,12
id_2269,9
id_2270,9
id_2271,0
id_2272,0
id_2273,4
id_2274,4
id_2275,4
id_2276,3
id_2277,8
id_2278,8
id_2279,4
id_2280,25
id_2281,33
id_2282,36
id_2283,37
id_2284,32
id_2285,37
id_2286,37
id_2287,38
id_2288,37
id_2289,41
id_2290,35
id_2291,32
id_2292,27
id_2293,32
id_2294,34
id_2295,34
id_2296,23
id_2297,11
id_2298,7
id_2299,10
id_2300,17
id_2301,12
id_2302,10
id_2303,6
id_2304,13
id_2305,17
id_2306,22
id_2307,24
id_2308,20
id_2309,13
id_2310,11
id_2311,13
id_2312,20
id_2313,15
id_2314,14
id_2315,10
id_2316,11
id_2317,6
id_2318,6
id_2319,5
id_2320,9
id_2321,7
id_2322,6
id_2323,1
id_2324,1
id_2325,10
id_2326,11
id_2327,12
id_2328,2
id_2329,1
id_2330,0
id_2331,0
id_2332,6
id_2333,14
id_2334,15
id_2335,9
id_2336,1
id_2337,0
id_2338,4
id_2339,6
id_2340,15
id_2341,13
id_2342,16
id_2343,9
id_2344,6
id_2345,1
id_2346,0
id_2347,1
id_2348,4
id_2349,11
id_2350,14
id_2351,14
id_2352,14
id_2353,12
id_2354,18
id_2355,23
id_2356,32
id_2357,39
id_2358,37
id_2359,33
id_2360,29
id_2361,29
id_2362,31
id_2363,29
id_2364,31
id_2365,34
id_2366,33
id_2367,27
id_2368,13
id_2369,5
id_2370,0
id_2371,3
id_2372,7
id_2373,9
id_2374,12
id_2375,11
id_2376,15
id_2377,23
id_2378,22
id_2379,23
id_2380,11
id_2381,11
id_2382,11
id_2383,11
id_2384,3
id_2385,8
id_2386,15
id_2387,20
id_2388,22
id_2389,14
id_2390,11
id_2391,4
id_2392,6
id_2393,7
id_2394,13
id_2395,12
id_2396,16
id_2397,12
id_2398,10
id_2399,2
id_2400,3
id_2401,9
id_2402,17
id_2403,13
id_2404,12
id_2405,15
id_2406,27
id_2407,31
id_2408,22
id_2409,14
id_2410,14
id_2411,16
id_2412,15
id_2413,13
id_2414,14
id_2415,11
id_2416,5
id_2417,0
id_2418,0
id_2419,0
id_2420,0
id_2421,0
id_2422,0
id_2423,2
id_2424,4
id_2425,6
id_2426,4
id_2427,6
id_2428,11
id_2429,18
id_2430,19
id_2431,12
id_2432,4
id_2433,0
id_2434,4
id_2435,6
id_2436,9
id_2437,13
id_2438,15
id_2439,17
id_2440,12
id_2441,11
id_2442,6
id_2443,3
id_2444,0
id_2445,3
id_2446,3
id_2447,2
id_2448,0
id_2449,0
id_2450,10
id_2451,17
id_2452,23
id_2453,12
id_2454,12
id_2455,12
id_2456,16
id_2457,8
id_2458,8
id_2459,10
id_2460,18
id_2461,17
id_2462,16
id_2463,8
id_2464,3
id_2465,6
id_2466,7
id_2467,7
id_2468,0
id_2469,0
id_2470,0
id_2471,0
id_2472,8
id_2473,11
id_2474,16
id_2475,7
id_2476,5
id_2477,4
id_2478,7
id_2479,10
id_2480,12
id_2481,11
id_2482,14
id_2483,11
id_2484,14
id_2485,13
id_2486,19
id_2487,12
id_2488,13
id_2489,6
id_2490,6
id_2491,4
id_2492,9
id_2493,13
id_2494,9
id_2495,6
id_2496,4
id_2497,11
id_2498,10
id_2499,14
id_2500,9
id_2501,11
id_2502,10
id_2503,15
id_2504,10
id_2505,10
id_2506,3
id_2507,3
id_2508,2
id_2509,2
id_2510,2
id_2511,0
id_2512,0
id_2513,0
id_2514,10
id_2515,10
id_2516,10
id_2517,1
id_2518,9
id_2519,11
id_2520,9
id_2521,1
id_2522,9
id_2523,16
id_2524,16
id_2525,6
id_2526,4
id_2527,5
id_2528,11
id_2529,8
id_2530,6
id_2531,11
id_2532,9
id_2533,12
id_2534,1
id_2535,1
id_2536,0
id_2537,0
id_2538,0
id_2539,0
id_2540,5
id_2541,4
id_2542,6
id_2543,4
id_2544,4
id_2545,14
id_2546,14
id_2547,16
id_2548,21
id_2549,11
id_2550,25
id_2551,36
id_2552,37
id_2553,32
id_2554,32
id_2555,33
id_2556,27
id_2557,21
id_2558,32
id_2559,34
id_2560,29
id_2561,24
id_2562,20
id_2563,25
id_2564,21
id_2565,27
id_2566,31
id_2567,28
id_2568,25
id_2569,33
id_2570,39
id_2571,39
id_2572,27
id_2573,35
id_2574,45
id_2575,62
id_2576,56
id_2577,44
id_2578,31
id_2579,20
id_2580,21
id_2581,9
id_2582,14
id_2583,6
id_2584,15
id_2585,9
id_2586,8
id_2587,0
id_2588,0
id_2589,0
id_2590,0
id_2591,0
id_2592,7
id_2593,29
id_2594,42
id_2595,54
id_2596,57
id_2597,56
id_2598,45
id_2599,25
id_2600,26
id_2601,24
id_2602,25
id_2603,18
id_2604,19
id_2605,15
id_2606,16
id_2607,14
id_2608,26
id_2609,24
id_2610,32
id_2611,34
id_2612,35
id_2613,35
id_2614,37
id_2615,50
id_2616,42
id_2617,34
id_2618,25
id_2619,22
id_2620,22
id_2621,14
id_2622,11
id_2623,7
id_2624,9
id_2625,17
id_2626,20
id_2627,16
id_2628,9
id_2629,1
id_2630,5
id_2631,3
id_2632,3
id_2633,0
id_2634,0
id_2635,8
id_2636,13
id_2637,24
id_2638,15
id_2639,16
id_2640,8
id_2641,9
id_2642,9
id_2643,9
id_2644,17
id_2645,29
id_2646,33
id_2647,48
id_2648,53
id_2649,55
id_2650,36
id_2651,21
id_2652,10
id_2653,14
id_2654,15
id_2655,22
id_2656,14
id_2657,17
id_2658,12
id_2659,19
id_2660,14
id_2661,12
id_2662,3
id_2663,3
id_2664,4
id_2665,6
id_2666,7
id_2667,7
id_2668,5
id_2669,4
id_2670,6
id_2671,6
id_2672,4
id_2673,0
id_2674,14
id_2675,16
id_2676,16
id_2677,2
id_2678,3
id_2679,5
id_2680,5
id_2681,4
id_2682,2
id_2683,5
id_2684,11
id_2685,21
id_2686,26
id_2687,21
id_2688,20
id_2689,25
id_2690,27
id_2691,29
id_2692,29
id_2693,35
id_2694,36
id_2695,31
id_2696,29
id_2697,22
id_2698,14
id_2699,8
id_2700,6
id_2701,14
id_2702,10
id_2703,7
id_2704,10
id_2705,15
id_2706,19
id_2707,11
id_2708,11
id_2709,7
id_2710,10
id_2711,16
id_2712,21
id_2713,22
id_2714,23
id_2715,29
id_2716,32
id_2717,29
id_2718,28
id_2719,17
id_2720,13
id_2721,14
id_2722,20
id_2723,17
id_2724,14
id_2725,7
id_2726,12
id_2727,6
id_2728,6
id_2729,0
id_2730,6
id_2731,14
id_2732,22
id_2733,27
id_2734,19
id_2735,17
id_2736,41
id_2737,40
id_2738,46
id_2739,34
id_2740,45
id_2741,30
id_2742,9
id_2743,24
id_2744,23
id_2745,19
id_2746,1
id_2747,6
id_2748,18
id_2749,16
id_2750,24
id_2751,25
id_2752,28
id_2753,17
id_2754,6
id_2755,10
id_2756,20
id_2757,25
id_2758,21
id_2759,10
id_2760,15
id_2761,38
id_2762,43
id_2763,62
id_2764,62
id_2765,56
id_2766,39
id_2767,26
id_2768,49
id_2769,49
id_2770,84
id_2771,53
id_2772,112
id_2773,69
id_2774,80
id_2775,18
id_2776,49
id_2777,70
id_2778,76
id_2779,25
id_2780,7
id_2781,7
id_2782,7
id_2783,15
id_2784,20
id_2785,30
id_2786,30
id_2787,29
id_2788,27
id_2789,26
id_2790,27
id_2791,27
id_2792,20
id_2793,13
id_2794,37
id_2795,63
id_2796,42
id_2797,26
id_2798,29
id_2799,29
id_2800,41
id_2801,22
id_2802,30
id_2803,36
id_2804,37
id_2805,31
id_2806,29
id_2807,41
id_2808,50
id_2809,43
id_2810,36
id_2811,41
id_2812,58
id_2813,58
id_2814,54
id_2815,58
id_2816,46
id_2817,36
id_2818,28
id_2819,29
id_2820,25
id_2821,12
id_2822,6
id_2823,7
id_2824,8
id_2825,15
id_2826,26
id_2827,31
id_2828,53
id_2829,51
id_2830,64
id_2831,30
id_2832,28
id_2833,26
id_2834,30
id_2835,37
id_2836,53
id_2837,67
id_2838,63
id_2839,63
id_2840,63
id_2841,21
id_2842,9
id_2843,17
id_2844,15
id_2845,22
id_2846,15
id_2847,22
id_2848,15
id_2849,17
id_2850,6
id_2851,13
id_2852,13
id_2853,24
id_2854,25
id_2855,26
id_2856,23
id_2857,30
id_2858,41
id_2859,51
id_2860,48
id_2861,37
id_2862,26
id_2863,32
id_2864,31
id_2865,30
id_2866,23
id_2867,24
id_2868,29
id_2869,32
id_2870,40
id_2871,37
id_2872,32
id_2873,17
id_2874,24
id_2875,15
id_2876,21
id_2877,14
id_2878,20
id_2879,22
id_2880,20
id_2881,28
id_2882,20
id_2883,23
id_2884,23
id_2885,29
id_2886,29
id_2887,15
id_2888,14
id_2889,7
id_2890,16
id_2891,14
id_2892,13
id_2893,4
id_2894,7
id_2895,11
id_2896,12
id_2897,7
id_2898,0
id_2899,0
id_2900,0
id_2901,4
id_2902,4
id_2903,7
id_2904,4
id_2905,13
id_2906,12
id_2907,20
id_2908,-1
id_2909,-1
id_2910,27
id_2911,22
id_2912,17
id_2913,21
id_2914,21
id_2915,14
id_2916,14
id_2917,14
id_2918,14
id_2919,18
id_2920,15
id_2921,14
id_2922,16
id_2923,20
id_2924,18
id_2925,25
id_2926,17
id_2927,21
id_2928,22
id_2929,20
id_2930,24
id_2931,28
id_2932,41
id_2933,47
id_2934,44
id_2935,41
id_2936,51
id_2937,51
id_2938,57
id_2939,36
id_2940,23
id_2941,18
id_2942,16
id_2943,29
id_2944,17
id_2945,22
id_2946,10
id_2947,10
id_2948,9
id_2949,7
id_2950,16
id_2951,10
id_2952,9
id_2953,9
id_2954,15
id_2955,17
id_2956,12
id_2957,9
id_2958,14
id_2959,16
id_2960,16
id_2961,19
id_2962,19
id_2963,22
id_2964,17
id_2965,11
id_2966,5
id_2967,9
id_2968,10
id_2969,12
id_2970,4
id_2971,2
id_2972,3
id_2973,3
id_2974,8
id_2975,5
id_2976,14
id_2977,17
id_2978,21
id_2979,17
id_2980,14
id_2981,20
id_2982,16
id_2983,22
id_2984,13
id_2985,14
id_2986,13
id_2987,13
id_2988,16
id_2989,5
id_2990,5
id_2991,2
id_2992,5
id_2993,4
id_2994,3
id_2995,4
id_2996,9
id_2997,13
id_2998,11
id_2999,13
id_3000,6
id_3001,16
id_3002,11
id_3003,23
id_3004,14
id_3005,22
id_3006,19
id_3007,20
id_3008,14
id_3009,9
id_3010,13
id_3011,16
id_3012,19
id_3013,22
id_3014,17
id_3015,9
id_3016,0
id_3017,3
id_3018,3
id_3019,10
id_3020,11
id_3021,18
id_3022,11
id_3023,11
id_3024,8
id_3025,11
id_3026,16
id_3027,23
id_3028,25
id_3029,17
id_3030,11
id_3031,6
id_3032,7
id_3033,9
id_3034,12
id_3035,14
id_3036,11
id_3037,16
id_3038,11
id_3039,14
id_3040,7
id_3041,7
id_3042,5
id_3043,3
id_3044,3
id_3045,6
id_3046,6
id_3047,12
id_3048,7
id_3049,18
id_3050,21
id_3051,21
id_3052,34
id_3053,27
id_3054,21
id_3055,15
id_3056,13
id_3057,11
id_3058,9
id_3059,15
id_3060,20
id_3061,18
id_3062,16
id_3063,19
id_3064,13
id_3065,12
id_3066,13
id_3067,15
id_3068,13
id_3069,9
id_3070,7
id_3071,21
id_3072,21
id_3073,36
id_3074,22
id_3075,22
id_3076,16
id_3077,14
id_3078,12
id_3079,6
id_3080,11
id_3081,15
id_3082,12
id_3083,13
id_3084,13
id_3085,21
id_3086,18
id_3087,12
id_3088,10
id_3089,14
id_3090,12
id_3091,10
id_3092,10
id_3093,13
id_3094,11
id_3095,8
id_3096,8
id_3097,18
id_3098,22
id_3099,21
id_3100,13
id_3101,21
id_3102,26
id_3103,28
id_3104,18
id_3105,21
id_3106,16
id_3107,24
id_3108,31
id_3109,38
id_3110,24
id_3111,18
id_3112,12
id_3113,25
id_3114,21
id_3115,29
id_3116,22
id_3117,20
id_3118,26
id_3119,29
id_3120,29
id_3121,32
id_3122,37
id_3123,47
id_3124,48
id_3125,43
id_3126,35
id_3127,28
id_3128,22
id_3129,18
id_3130,14
id_3131,24
id_3132,24
id_3133,25
id_3134,26
id_3135,24
id_3136,23
id_3137,22
id_3138,27
id_3139,24
id_3140,15
id_3141,8
id_3142,16
id_3143,24
id_3144,25
id_3145,30
id_3146,26
id_3147,41
id_3148,34
id_3149,45
id_3150,45
id_3151,43
id_3152,30
id_3153,18
id_3154,22
id_3155,17
id_3156,22
id_3157,15
id_3158,16
id_3159,9
id_3160,5
id_3161,9
id_3162,12
id_3163,12
id_3164,16
id_3165,16
id_3166,16
id_3167,15
id_3168,14
id_3169,16
id_3170,15
id_3171,15
id_3172,15
id_3173,13
id_3174,15
id_3175,15
id_3176,16
id_3177,21
id_3178,24
id_3179,25
id_3180,24
id_3181,27
id_3182,27
id_3183,26
id_3184,27
id_3185,25
id_3186,18
id_3187,18
id_3188,18
id_3189,18
id_3190,18
id_3191,15
id_3192,20
id_3193,17
id_3194,25
id_3195,21
id_3196,29
id_3197,31
id_3198,26
id_3199,33
id_3200,38
id_3201,38
id_3202,32
id_3203,28
id_3204,33
id_3205,29
id_3206,25
id_3207,22
id_3208,20
id_3209,19
id_3210,21
id_3211,20
id_3212,18
id_3213,12
id_3214,15
id_3215,13
id_3216,18
id_3217,27
id_3218,30
id_3219,44
id_3220,48
id_3221,65
id_3222,50
id_3223,38
id_3224,10
id_3225,15
id_3226,15
id_3227,15
id_3228,13
id_3229,12
id_3230,22
id_3231,27
id_3232,23
id_3233,20
id_3234,12
id_3235,21
id_3236,18
id_3237,20
id_3238,22
id_3239,20
id_3240,24
id_3241,12
id_3242,21
id_3243,16
id_3244,22
id_3245,15
id_3246,22
id_3247,16
id_3248,23
id_3249,22
id_3250,19
id_3251,7
id_3252,0
id_3253,2
id_3254,5
id_3255,7
id_3256,3
id_3257,1
id_3258,0
id_3259,2
id_3260,3
id_3261,3
id_3262,2
id_3263,3
id_3264,12
id_3265,12
id_3266,19
id_3267,21
id_3268,27
id_3269,22
id_3270,15
id_3271,21
id_3272,17
id_3273,13
id_3274,9
id_3275,14
id_3276,19
id_3277,10
id_3278,10
id_3279,17
id_3280,17
id_3281,13
id_3282,2
id_3283,6
id_3284,12
id_3285,22
id_3286,19
id_3287,14
id_3288,6
id_3289,16
id_3290,11
id_3291,12
id_3292,0
id_3293,6
id_3294,11
id_3295,15
id_3296,14
id_3297,7
id_3298,5
id_3299,4
id_3300,2
id_3301,6
id_3302,4
id_3303,11
id_3304,9
id_3305,13
id_3306,12
id_3307,16
id_3308,13
id_3309,6
id_3310,11
id_3311,9
id_3312,11
id_3313,1
id_3314,10
id_3315,7
id_3316,20
id_3317,16
id_3318,27
id_3319,30
id_3320,38
id_3321,37
id_3322,29
id_3323,27
id_3324,19
id_3325,22
id_3326,22
id_3327,23
id_3328,25
id_3329,21
id_3330,27
id_3331,22
id_3332,27
id_3333,19
id_3334,22
id_3335,21
id_3336,33
id_3337,28
id_3338,28
id_3339,34
id_3340,37
id_3341,35
id_3342,35
id_3343,22
id_3344,13
id_3345,15
id_3346,11
id_3347,22
id_3348,17
id_3349,15
id_3350,5
id_3351,8
id_3352,6
id_3353,11
id_3354,4
id_3355,4
id_3356,6
id_3357,10
id_3358,10
id_3359,6
id_3360,3
id_3361,5
id_3362,2
id_3363,8
id_3364,14
id_3365,21
id_3366,22
id_3367,26
id_3368,26
id_3369,25
id_3370,16
id_3371,13
id_3372,6
id_3373,3
id_3374,4
id_3375,6
id_3376,6
id_3377,5
id_3378,5
id_3379,9
id_3380,5
id_3381,7
id_3382,4
id_3383,7
id_3384,13
id_3385,13
id_3386,20
id_3387,17
id_3388,22
id_3389,24
id_3390,23
id_3391,16
id_3392,6
id_3393,7
id_3394,7
id_3395,11
id_3396,8
id_3397,8
id_3398,6
id_3399,4
id_3400,11
id_3401,9
id_3402,13
id_3403,8
id_3404,5
id_3405,10
id_3406,8
id_3407,8
id_3408,3
id_3409,4
id_3410,6
id_3411,9
id_3412,8
id_3413,7
id_3414,0
id_3415,3
id_3416,7
id_3417,10
id_3418,9
id_3419,7
id_3420,4
id_3421,11
id_3422,11
id_3423,11
id_3424,2
id_3425,7
id_3426,7
id_3427,10
id_3428,12
id_3429,16
id_3430,13
id_3431,7
id_3432,8
id_3433,11
id_3434,11
id_3435,11
id_3436,16
id_3437,11
id_3438,7
id_3439,3
id_3440,3
id_3441,4
id_3442,1
id_3443,2
id_3444,0
id_3445,0
id_3446,3
id_3447,5
id_3448,6
id_3449,2
id_3450,6
id_3451,4
id_3452,5
id_3453,4
id_3454,4
id_3455,6
id_3456,1
id_3457,9
id_3458,14
id_3459,22
id_3460,17
id_3461,12
id_3462,7
id_3463,9
id_3464,15
id_3465,31
id_3466,35
id_3467,37
id_3468,20
id_3469,10
id_3470,4
id_3471,2
id_3472,6
id_3473,5
id_3474,7
id_3475,2
id_3476,5
id_3477,5
id_3478,5
id_3479,2
id_3480,1
id_3481,1
id_3482,1
id_3483,1
id_3484,1
id_3485,2
id_3486,14
id_3487,12
id_3488,13
id_3489,8
id_3490,9
id_3491,9
id_3492,3
id_3493,15
id_3494,11
id_3495,20
id_3496,10
id_3497,12
id_3498,7
id_3499,7
id_3500,5
id_3501,4
id_3502,2
id_3503,4
id_3504,7
id_3505,6
id_3506,11
id_3507,6
id_3508,9
id_3509,6
id_3510,13
id_3511,11
id_3512,13
id_3513,6
id_3514,10
id_3515,4
id_3516,5
id_3517,2
id_3518,2
id_3519,10
id_3520,8
id_3521,14
id_3522,10
id_3523,19
id_3524,16
id_3525,18
id_3526,13
id_3527,11
id_3528,6
id_3529,15
id_3530,12
id_3531,18
id_3532,11
id_3533,23
id_3534,25
id_3535,21
id_3536,20
id_3537,19
id_3538,16
id_3539,19
id_3540,18
id_3541,27
id_3542,15
id_3543,16
id_3544,7
id_3545,13
id_3546,11
id_3547,13
id_3548,6
id_3549,1
id_3550,5
id_3551,7
id_3552,15
id_3553,9
id_3554,19
id_3555,16
id_3556,26
id_3557,23
id_3558,29
id_3559,26
id_3560,27
id_3561,19
id_3562,16
id_3563,13
id_3564,16
id_3565,13
id_3566,16
id_3567,15
id_3568,14
id_3569,6
id_3570,4
id_3571,9
id_3572,11
id_3573,7
id_3574,9
id_3575,14
id_3576,22
id_3577,23
id_3578,22
id_3579,25
id_3580,25
id_3581,33
id_3582,34
id_3583,29
id_3584,26
id_3585,25
id_3586,36
id_3587,31
id_3588,27
id_3589,18
id_3590,14
id_3591,6
id_3592,0
id_3593,11
id_3594,15
id_3595,18
id_3596,10
id_3597,8
id_3598,12
id_3599,10
id_3600,18
id_3601,11
id_3602,18
id_3603,11
id_3604,20
id_3605,15
id_3606,12
id_3607,16
id_3608,11
id_3609,13
id_3610,3
id_3611,3
id_3612,1
id_3613,0
id_3614,0
id_3615,0
id_3616,0
id_3617,5
id_3618,9
id_3619,9
id_3620,7
id_3621,3
id_3622,5
id_3623,5
id_3624,5
id_3625,5
id_3626,9
id_3627,12
id_3628,12
id_3629,10
id_3630,7
id_3631,19
id_3632,23
id_3633,22
id_3634,12
id_3635,15
id_3636,11
id_3637,8
id_3638,3
id_3639,5
id_3640,12
id_3641,9
id_3642,7
id_3643,0
id_3644,6
id_3645,9
id_3646,9
id_3647,8
id_3648,10
id_3649,10
id_3650,7
id_3651,12
id_3652,7
id_3653,11
id_3654,10
id_3655,21
id_3656,25
id_3657,22
id_3658,18
id_3659,20
id_3660,25
id_3661,25
id_3662,16
id_3663,14
id_3664,11
id_3665,10
id_3666,18
id_3667,35
id_3668,32
id_3669,28
id_3670,14
id_3671,24
id_3672,27
id_3673,30
id_3674,37
id_3675,37
id_3676,34
id_3677,28
id_3678,16
id_3679,16
id_3680,16
id_3681,15
id_3682,11
id_3683,19
id_3684,20
id_3685,19
id_3686,20
id_3687,16
id_3688,27
id_3689,18
id_3690,16
id_3691,8
id_3692,8
id_3693,12
id_3694,20
id_3695,18
id_3696,21
id_3697,15
id_3698,23
id_3699,22
id_3700,26
id_3701,22
id_3702,27
id_3703,20
id_3704,17
id_3705,13
id_3706,13
id_3707,12
id_3708,10
id_3709,7
id_3710,9
id_3711,12
id_3712,9
id_3713,11
id_3714,10
id_3715,13
id_3716,14
id_3717,7
id_3718,6
id_3719,11
id_3720,18
id_3721,27
id_3722,25
id_3723,27
id_3724,20
id_3725,27
id_3726,29
id_3727,32
id_3728,29
id_3729,29
id_3730,29
id_3731,24
id_3732,29
id_3733,29
id_3734,31
id_3735,20
id_3736,20
id_3737,16
id_3738,22
id_3739,18
id_3740,26
id_3741,14
id_3742,12
id_3743,11
id_3744,15
id_3745,33
id_3746,36
id_3747,50
id_3748,35
id_3749,34
id_3750,24
id_3751,25
id_3752,12
id_3753,12
id_3754,10
id_3755,16
id_3756,18
id_3757,18
id_3758,22
id_3759,25
id_3760,26
id_3761,20
id_3762,16
id_3763,17
id_3764,18
id_3765,10
id_3766,13
id_3767,22
id_3768,28
id_3769,31
id_3770,34
id_3771,43
id_3772,51
id_3773,44
id_3774,39
id_3775,19
id_3776,21
id_3777,20
id_3778,22
id_3779,21
id_3780,14
id_3781,20
id_3782,20
id_3783,20
id_3784,21
id_3785,22
id_3786,34
id_3787,25
id_3788,22
id_3789,13
id_3790,16
id_3791,18
id_3792,22
id_3793,27
id_3794,20
id_3795,16
id_3796,11
id_3797,22
id_3798,25
id_3799,33
id_3800,30
id_3801,36
id_3802,39
id_3803,37
id_3804,28
id_3805,24
id_3806,24
id_3807,29
id_3808,28
id_3809,20
id_3810,13
id_3811,8
id_3812,8
id_3813,3
id_3814,7
id_3815,22
id_3816,34
id_3817,27
id_3818,20
id_3819,18
id_3820,20
id_3821,13
id_3822,7
id_3823,11
id_3824,13
id_3825,10
id_3826,11
id_3827,18
id_3828,16
id_3829,18
id_3830,11
id_3831,19
id_3832,18
id_3833,16
id_3834,11
id_3835,6
id_3836,9
id_3837,9
id_3838,11
id_3839,9
id_3840,6
id_3841,13
id_3842,23
id_3843,31
id_3844,20
id_3845,23
id_3846,21
id_3847,22
id_3848,18
id_3849,19
id_3850,22
id_3851,12
id_3852,11
id_3853,10
id_3854,8
id_3855,4
id_3856,5
id_3857,5
id_3858,6
id_3859,4
id_3860,4
id_3861,10
id_3862,9
id_3863,11
id_3864,4
id_3865,4
id_3866,12
id_3867,20
id_3868,25
id_3869,14
id_3870,13
id_3871,13
id_3872,11
id_3873,15
id_3874,17
id_3875,16
id_3876,19
id_3877,12
id_3878,16
id_3879,15
id_3880,16
id_3881,8
id_3882,9
id_3883,7
id_3884,6
id_3885,7
id_3886,5
id_3887,10
id_3888,15
id_3889,24
id_3890,38
id_3891,32
id_3892,39
id_3893,27
id_3894,29
id_3895,23
id_3896,18
id_3897,25
id_3898,15
id_3899,23
id_3900,19
id_3901,26
id_3902,23
id_3903,23
id_3904,22
id_3905,30
id_3906,35
id_3907,29
id_3908,34
id_3909,22
id_3910,29
id_3911,20
id_3912,19
id_3913,21
id_3914,14
id_3915,18
id_3916,7
id_3917,14
id_3918,10
id_3919,19
id_3920,16
id_3921,17
id_3922,13
id_3923,13
id_3924,11
id_3925,15
id_3926,9
id_3927,10
id_3928,2
id_3929,10
id_3930,7
id_3931,7
id_3932,1
id_3933,2
id_3934,2
id_3935,7
id_3936,9
id_3937,10
id_3938,10
id_3939,7
id_3940,8
id_3941,4
id_3942,9
id_3943,10
id_3944,11
id_3945,16
id_3946,13
id_3947,16
id_3948,9
id_3949,9
id_3950,7
id_3951,4
id_3952,4
id_3953,2
id_3954,2
id_3955,4
id_3956,1
id_3957,3
id_3958,2
id_3959,8
id_3960,15
id_3961,22
id_3962,20
id_3963,20
id_3964,20
id_3965,16
id_3966,14
id_3967,7
id_3968,15
id_3969,18
id_3970,25
id_3971,24
id_3972,24
id_3973,19
id_3974,13
id_3975,18
id_3976,23
id_3977,25
id_3978,16
id_3979,9
id_3980,11
id_3981,11
id_3982,15
id_3983,19
id_3984,28
id_3985,33
id_3986,40
id_3987,48
id_3988,57
id_3989,50
id_3990,35
id_3991,28
id_3992,19
id_3993,19
id_3994,11
id_3995,18
id_3996,18
id_3997,27
id_3998,22
id_3999,20
id_4000,8
id_4001,6
id_4002,11
id_4003,14
id_4004,13
id_4005,9
id_4006,12
id_4007,21
id_4008,20
id_4009,18
id_4010,27
id_4011,27
id_4012,25
id_4013,20
id_4014,16
id_4015,19
id_4016,32
id_4017,20
id_4018,28
id_4019,24
id_4020,30
id_4021,14
id_4022,18
id_4023,20
id_4024,23
id_4025,15
id_4026,9
id_4027,12
id_4028,13
id_4029,10
id_4030,13
id_4031,18
id_4032,25
id_4033,21
id_4034,26
id_4035,27
id_4036,27
id_4037,20
id_4038,22
id_4039,23
id_4040,28
id_4041,27
id_4042,33
id_4043,39
id_4044,39
id_4045,38
id_4046,32
id_4047,34
id_4048,26
id_4049,25
id_4050,17
id_4051,22
id_4052,17
id_4053,22
id_4054,20
id_4055,25
id_4056,19
id_4057,31
id_4058,38
id_4059,58
id_4060,66
id_4061,73
id_4062,72
id_4063,61
id_4064,45
id_4065,26
id_4066,30
id_4067,27
id_4068,35
id_4069,32
id_4070,31
id_4071,31
id_4072,27
id_4073,29
id_4074,32
id_4075,32
id_4076,35
id_4077,32
id_4078,29
id_4079,30
id_4080,37
id_4081,47
id_4082,48
id_4083,46
id_4084,48
id_4085,56
id_4086,48
id_4087,43
id_4088,38
id_4089,40
id_4090,38
id_4091,41
id_4092,36
id_4093,36
id_4094,32
id_4095,41
id_4096,41
id_4097,33
id_4098,37
id_4099,31
id_4100,44
id_4101,33
id_4102,40
id_4103,35
id_4104,42
id_4105,37
id_4106,38
id_4107,39
id_4108,31
id_4109,30
id_4110,17
id_4111,25
id_4112,23
id_4113,29
id_4114,30
id_4115,22
id_4116,17
id_4117,8
id_4118,12
id_4119,7
id_4120,11
id_4121,17
id_4122,18
id_4123,20
id_4124,10
id_4125,9
id_4126,9
id_4127,16
id_4128,16
id_4129,18
id_4130,20
id_4131,27
id_4132,27
id_4133,21
id_4134,25
id_4135,21
